DICOFRE,NUTS-II,Distrito,Concelho,Freguesia,Area_Ha
030931,norte,braga,póvoa de lanhoso,união das freguesias de calvos e frades,871.61
030932,norte,braga,póvoa de lanhoso,união das freguesias de campos e louredo,506.43
030933,norte,braga,póvoa de lanhoso,união das freguesias de esperança e brunhais,820.97
030934,norte,braga,póvoa de lanhoso,união das freguesias de fonte arcada e oliveira,1105.89
030935,norte,braga,póvoa de lanhoso,"união das freguesias de verim, friande e ajude",1009.24
031001,norte,braga,terras de bouro,balança,376.49
031003,norte,braga,terras de bouro,campo do gerês,6876.48
031004,norte,braga,terras de bouro,carvalheira,905.34
031008,norte,braga,terras de bouro,covide,1809.48
031009,norte,braga,terras de bouro,gondoriz,740.08
031010,norte,braga,terras de bouro,moimenta,335.38
031012,norte,braga,terras de bouro,ribeira,224.52
031013,norte,braga,terras de bouro,rio caldo,1395.37
031014,norte,braga,terras de bouro,souto,402.61
031015,norte,braga,terras de bouro,valdosende,1211.52
031017,norte,braga,terras de bouro,vilar da veiga,7782.57
031018,norte,braga,terras de bouro,união das freguesias de chamoim e vilar,1256.82
031019,norte,braga,terras de bouro,união das freguesias de chorense e monte,2026.34
031020,norte,braga,terras de bouro,união das freguesias de cibões e brufe,2403.07
031105,norte,braga,vieira do minho,cantelães,1154.26
031107,norte,braga,vieira do minho,eira vedra,558.59
031108,norte,braga,vieira do minho,guilhofrei,1123.25
031109,norte,braga,vieira do minho,louredo,761.37
031110,norte,braga,vieira do minho,mosteiro,1081.92
031111,norte,braga,vieira do minho,parada de bouro,771.06
031112,norte,braga,vieira do minho,pinheiro,1026.63
031113,norte,braga,vieira do minho,rossas,3156.6
031115,norte,braga,vieira do minho,salamonde,837
031118,norte,braga,vieira do minho,tabuaças,968.24
031120,norte,braga,vieira do minho,vieira do minho,718.64
031122,norte,braga,vieira do minho,união das freguesias de anissó e soutelo,815.19
031123,norte,braga,vieira do minho,união das freguesias de anjos e vilar do chão,2498.76
031124,norte,braga,vieira do minho,união das freguesias de caniçada e soengas,898.95
031125,norte,braga,vieira do minho,união das freguesias de ruivães e campos,4403.46
031126,norte,braga,vieira do minho,união das freguesias de ventosa e cova,870.44
031204,norte,braga,vila nova de famalicão,bairro,334.97
031206,norte,braga,vila nova de famalicão,brufe,248.92
031210,norte,braga,vila nova de famalicão,castelões,352.85
031212,norte,braga,vila nova de famalicão,cruz,413.17
031213,norte,braga,vila nova de famalicão,delães,261.85
031215,norte,braga,vila nova de famalicão,fradelos,1680.34
031216,norte,braga,vila nova de famalicão,gavião,404.09
031219,norte,braga,vila nova de famalicão,joane,731.58
031221,norte,braga,vila nova de famalicão,landim,451
031223,norte,braga,vila nova de famalicão,louro,498.03
031224,norte,braga,vila nova de famalicão,lousado,579.5
031225,norte,braga,vila nova de famalicão,mogege,286.81
031227,norte,braga,vila nova de famalicão,nine,433.61
031230,norte,braga,vila nova de famalicão,pedome,263.08
031232,norte,braga,vila nova de famalicão,pousada de saramagos,212.03
031233,norte,braga,vila nova de famalicão,requião,741.64
031234,norte,braga,vila nova de famalicão,riba de ave,275.72
031235,norte,braga,vila nova de famalicão,ribeirão,1031.35
031239,norte,braga,vila nova de famalicão,oliveira (santa maria),452.08
031241,norte,braga,vila nova de famalicão,vale (são martinho),360.12
031242,norte,braga,vila nova de famalicão,oliveira (são mateus),201.83
031247,norte,braga,vila nova de famalicão,vermoim,471.44
031249,norte,braga,vila nova de famalicão,vilarinho das cambas,841.06
031250,norte,braga,vila nova de famalicão,união das freguesias de antas e abade de vermoim,544.19
031251,norte,braga,vila nova de famalicão,união das freguesias de arnoso (santa maria e santa eulália) e sezures,880.9
031252,norte,braga,vila nova de famalicão,união das freguesias de avidos e lagoa,467.33
031253,norte,braga,vila nova de famalicão,união das freguesias de carreira e bente,357.97
031254,norte,braga,vila nova de famalicão,união das freguesias de esmeriz e cabeçudos,725.41
031255,norte,braga,vila nova de famalicão,"união das freguesias de gondifelos, cavalões e outiz",1670.56
031256,norte,braga,vila nova de famalicão,"união das freguesias de lemenhe, mouquim e jesufrei",983.17
031257,norte,braga,vila nova de famalicão,união das freguesias de ruivães e novais,454.79
031258,norte,braga,vila nova de famalicão,união das freguesias de seide,285.47
031259,norte,braga,vila nova de famalicão,"união das freguesias de vale (são cosme), telhado e portela",1368.83
031260,norte,braga,vila nova de famalicão,união das freguesias de vila nova de famalicão e calendário,893.58
031304,norte,braga,vila verde,atiães,403.65
031308,norte,braga,vila verde,cabanelas,674.03
031309,norte,braga,vila verde,cervães,1089.05
031311,norte,braga,vila verde,coucieiro,421.67
031313,norte,braga,vila verde,dossãos,334.67
031316,norte,braga,vila verde,freiriz,584.25
031317,norte,braga,vila verde,gême,159.67
031323,norte,braga,vila verde,lage,466.8
031324,norte,braga,vila verde,lanhas,182.96
031325,norte,braga,vila verde,loureira,175.95
031328,norte,braga,vila verde,moure,450.17
031330,norte,braga,vila verde,oleiros,377.9
031331,norte,braga,vila verde,parada de gatim,321.52
031335,norte,braga,vila verde,pico,280.18
031337,norte,braga,vila verde,ponte,341.21
031340,norte,braga,vila verde,sabariz,207.01
031342,norte,braga,vila verde,vila de prado,551.51
031350,norte,braga,vila verde,prado (são miguel),550.6
031352,norte,braga,vila verde,soutelo,417.12
031354,norte,braga,vila verde,turiz,362.03
031355,norte,braga,vila verde,valdreu,1795.66
031359,norte,braga,vila verde,aboim da nóbrega e gondomar,1441.17
031360,norte,braga,vila verde,união das freguesias da ribeira do neiva,3376.25
031361,norte,braga,vila verde,união das freguesias de carreiras (são miguel) e carreiras (santiago),440.44
031362,norte,braga,vila verde,união das freguesias de escariz (são mamede) e escariz (são martinho),577.93
031363,norte,braga,vila verde,"união das freguesias de esqueiros, nevogilde e travassós",502.49
031364,norte,braga,vila verde,união das freguesias de marrancos e arcozelo,648.85
031365,norte,braga,vila verde,união das freguesias de oriz (santa marinha) e oriz (são miguel),605.64
031366,norte,braga,vila verde,"união das freguesias de pico de regalados, gondiães e mós",953.02
031367,norte,braga,vila verde,"união das freguesias de sande, vilarinho, barros e gomide",1238.33
031368,norte,braga,vila verde,"união das freguesias de valbom (são pedro), passô e valbom (são martinho)",618.52
031369,norte,braga,vila verde,união das freguesias do vade,1563.91
031370,norte,braga,vila verde,vila verde e barbudo,752.36
031401,norte,braga,vizela,santa eulália,564.05
031404,norte,braga,vizela,infias,311.34
031406,norte,braga,vizela,vizela (santo adrião),301.15
031408,norte,braga,vizela,união das freguesias de caldas de vizela (são miguel e são joão),768.38
031409,norte,braga,vizela,união das freguesias de tagilde e vizela (são paio),524.9
040102,norte,bragança,alfândega da fé,alfândega da fé,4062.12
040103,norte,bragança,alfândega da fé,cerejais,1699.96
040111,norte,bragança,alfândega da fé,sambade,3148.79
040118,norte,bragança,alfândega da fé,vilar chão,2454.91
040119,norte,bragança,alfândega da fé,vilarelhos,1205.35
040120,norte,bragança,alfândega da fé,vilares de vilariça,1491.96
040121,norte,bragança,alfândega da fé,"união das freguesias de agrobom, saldonha e vale pereiro",3260.35
040122,norte,bragança,alfândega da fé,"união das freguesias de eucisia, gouveia e valverde",5082.01
040123,norte,bragança,alfândega da fé,união das freguesias de ferradosa e sendim da serra,2705.79
040124,norte,bragança,alfândega da fé,união das freguesias de gebelim e soeima,3059.77
040125,norte,bragança,alfândega da fé,união das freguesias de parada e sendim da ribeira,2504.36
040126,norte,bragança,alfândega da fé,união das freguesias de pombal e vales,1519.27
040201,norte,bragança,bragança,alfaião,1758.25
040203,norte,bragança,bragança,babe,2561.66
040204,norte,bragança,bragança,baçal,2836.56
040206,norte,bragança,bragança,carragosa,2777.19
040209,norte,bragança,bragança,castro de avelãs,1347.87
040210,norte,bragança,bragança,coelhoso,1978.13
040212,norte,bragança,bragança,donai,1506.86
040213,norte,bragança,bragança,espinhosela,3702.8
040215,norte,bragança,bragança,frança,5371.3
040216,norte,bragança,bragança,gimonde,1649.59
040217,norte,bragança,bragança,gondesende,1294.18
040218,norte,bragança,bragança,gostei,1949.21
040219,norte,bragança,bragança,grijó de parada,3118.66
040221,norte,bragança,bragança,macedo do mato,1554.17
040224,norte,bragança,bragança,mós,1162.3
040225,norte,bragança,bragança,nogueira,1207.13
040226,norte,bragança,bragança,outeiro,4093.21
040229,norte,bragança,bragança,parâmio,2256.54
040230,norte,bragança,bragança,pinela,2264.92
040232,norte,bragança,bragança,quintanilha,2030.2
040233,norte,bragança,bragança,quintela de lampaças,1998.48
040234,norte,bragança,bragança,rabal,2337.13
040236,norte,bragança,bragança,rebordãos,2629.2
040239,norte,bragança,bragança,salsas,2611.8
040240,norte,bragança,bragança,samil,1024.75
040241,norte,bragança,bragança,santa comba de rossas,874.77
040244,norte,bragança,bragança,são pedro de sarracenos,1590.8
040246,norte,bragança,bragança,sendas,1917.43
040247,norte,bragança,bragança,serapicos,2824.95
040248,norte,bragança,bragança,sortes,2130.38
040249,norte,bragança,bragança,zoio,2439.11
040250,norte,bragança,bragança,união das freguesias de aveleda e rio de onor,10635.21
040251,norte,bragança,bragança,união das freguesias de castrelos e carrazedo,5053.07
040252,norte,bragança,bragança,"união das freguesias de izeda, calvelhe e paradinha nova",7267.01
040253,norte,bragança,bragança,união das freguesias de parada e faílde,5213.3
040254,norte,bragança,bragança,união das freguesias de rebordainhos e pombares,2407.16
040255,norte,bragança,bragança,união das freguesias de rio frio e milhão,6350.63
040256,norte,bragança,bragança,união das freguesias de são julião de palácios e deilão,8062.13
040257,norte,bragança,bragança,"união das freguesias de sé, santa maria e meixedo",3569.22
040304,norte,bragança,carrazeda de ansiães,carrazeda de ansiães,896.04
040306,norte,bragança,carrazeda de ansiães,fonte longa,1333.01
040308,norte,bragança,carrazeda de ansiães,linhares,2864.15
040309,norte,bragança,carrazeda de ansiães,marzagão,1622.02
040311,norte,bragança,carrazeda de ansiães,parambos,1117.52
040312,norte,bragança,carrazeda de ansiães,pereiros,1470.08
040313,norte,bragança,carrazeda de ansiães,pinhal do norte,1681.46
040314,norte,bragança,carrazeda de ansiães,pombal,1681.97
040316,norte,bragança,carrazeda de ansiães,seixo de ansiães,2399.22
040318,norte,bragança,carrazeda de ansiães,vilarinho da castanheira,2825.62
040320,norte,bragança,carrazeda de ansiães,união das freguesias de amedo e zedes,2342.81
040321,norte,bragança,carrazeda de ansiães,união das freguesias de belver e mogo de malta,1980.49
040322,norte,bragança,carrazeda de ansiães,união das freguesias de castanheiro do norte e ribalonga,2070.43
040323,norte,bragança,carrazeda de ansiães,"união das freguesias de lavandeira, beira grande e selores",3639.27
040404,norte,bragança,freixo de espada à cinta,ligares,4569.22
040406,norte,bragança,freixo de espada à cinta,poiares,4073.54
040407,norte,bragança,freixo de espada à cinta,união das freguesias de freixo de espada à cinta e mazouco,9344.7
040408,norte,bragança,freixo de espada à cinta,união das freguesias de lagoaça e fornos,6426.83
040502,norte,bragança,macedo de cavaleiros,amendoeira,1572.19
040503,norte,bragança,macedo de cavaleiros,arcas,2301.53
040507,norte,bragança,macedo de cavaleiros,carrapatas,650.78
040509,norte,bragança,macedo de cavaleiros,chacim,1942.93
040510,norte,bragança,macedo de cavaleiros,cortiços,2425.16
040511,norte,bragança,macedo de cavaleiros,corujas,990.71
040514,norte,bragança,macedo de cavaleiros,ferreira,1964.46
040515,norte,bragança,macedo de cavaleiros,grijó,890.59
040516,norte,bragança,macedo de cavaleiros,lagoa,3511.4
040517,norte,bragança,macedo de cavaleiros,lamalonga,1697.29
040518,norte,bragança,macedo de cavaleiros,lamas,778.96
040519,norte,bragança,macedo de cavaleiros,lombo,1440.33
040520,norte,bragança,macedo de cavaleiros,macedo de cavaleiros,1491.13
040521,norte,bragança,macedo de cavaleiros,morais,5216.27
040523,norte,bragança,macedo de cavaleiros,olmos,1870.31
040524,norte,bragança,macedo de cavaleiros,peredo,2207.76
040526,norte,bragança,macedo de cavaleiros,salselas,3631.04
040528,norte,bragança,macedo de cavaleiros,sezulfe,1521.85
040530,norte,bragança,macedo de cavaleiros,talhas,4380.03
040532,norte,bragança,macedo de cavaleiros,vale benfeito,1513.56
040533,norte,bragança,macedo de cavaleiros,vale da porca,1742.73
040534,norte,bragança,macedo de cavaleiros,vale de prados,1036.75
040536,norte,bragança,macedo de cavaleiros,vilarinho de agrochão,1385.26
040538,norte,bragança,macedo de cavaleiros,vinhas,3301.94
040539,norte,bragança,macedo de cavaleiros,união das freguesias de ala e vilarinho do monte,4077.02
040540,norte,bragança,macedo de cavaleiros,união das freguesias de bornes e burga,2604.52
040541,norte,bragança,macedo de cavaleiros,união das freguesias de castelãos e vilar do monte,1883.84
040542,norte,bragança,macedo de cavaleiros,"união das freguesias de espadanedo, edroso, murçós e soutelo mourisco",6413
040543,norte,bragança,macedo de cavaleiros,união das freguesias de podence e santa combinha,1945.5
040544,norte,bragança,macedo de cavaleiros,união das freguesias de talhinhas e bagueixe,3525.24
040604,norte,bragança,miranda do douro,duas igrejas,4989.57
040605,norte,bragança,miranda do douro,genísio,2946.79
040607,norte,bragança,miranda do douro,malhadas,2767.39
040608,norte,bragança,miranda do douro,miranda do douro,3552.46
040609,norte,bragança,miranda do douro,palaçoulo,4237.13
040611,norte,bragança,miranda do douro,picote,1943.37
040612,norte,bragança,miranda do douro,póvoa,2253.78
040613,norte,bragança,miranda do douro,são martinho de angueira,3677.12
040616,norte,bragança,miranda do douro,vila chã de braciosa,4293.72
040618,norte,bragança,miranda do douro,união das freguesias de constantim e cicouro,3633.01
040619,norte,bragança,miranda do douro,união das freguesias de ifanes e paradela,4469.88
040620,norte,bragança,miranda do douro,união das freguesias de sendim e atenor,5892.93
040621,norte,bragança,miranda do douro,união das freguesias de silva e águas vivas,4061.16
040701,norte,bragança,mirandela,abambres,1881.6
040702,norte,bragança,mirandela,abreiro,2402.8
040703,norte,bragança,mirandela,aguieiras,1472.25
040704,norte,bragança,mirandela,alvites,1780.89
040708,norte,bragança,mirandela,bouça,1298.99
040709,norte,bragança,mirandela,cabanelas,1865.65
040710,norte,bragança,mirandela,caravelas,1256.57
040711,norte,bragança,mirandela,carvalhais,2203.86
040712,norte,bragança,mirandela,cedães,2543.96
040713,norte,bragança,mirandela,cobro,1231.29
040714,norte,bragança,mirandela,fradizela,1277.26
040716,norte,bragança,mirandela,frechas,1854.17
040718,norte,bragança,mirandela,lamas de orelhão,1922.18
040720,norte,bragança,mirandela,mascarenhas,2813.85
040721,norte,bragança,mirandela,mirandela,3244.94
040722,norte,bragança,mirandela,múrias,2255.13
040724,norte,bragança,mirandela,passos,1838.7
